commentId,docketId,pdf_text
was completely omitted from the record.  CURE attempted to obtain the modeling 
data on July 3, 2008, however no one at Region 9 was available to provide the data.  
This omission begs the question whether EPA itself ever reviewed the modeling 
data.   
 
4 Inland Energy, Inc., Application for Certification, Victorville Hybrid Power Project, February 2007. 
5 California Energy Commission, Victorville 2 Hybrid Power Project, Application For Certification 
(07-AFC-1), San Bernardino County, Preliminary Staff Assessment, CEC-700-2007-021-PSA, 
November 2007. 
6 California Energy Commission, Victorville 2 Hybrid Power Project, Application For Certification 
(07-AFC-1), San Bernardino County, Final Staff Assessment, CEC-700-2007-021-FSA, March 2008. 
7 See U.S. Environmental Protection Agency, Region IX, Administrative Record Index, Victorville 2 
Hybrid Power Project, PSD Permit (SE-07-02), Docket No. EPA-R09-OAR-2008-0406, see footnote 
referencing the availability of CEC documents at: 
http://www.energy.ca.gov/sitingcases/victorville2/documents/index.html.   

 
July 7, 2008 
Page 5 
 
 
1994-034a 
                                           
II. 
THE EPA’S COMPLETENESS DETERMINATION WAS ISSUED 
PREMATURELY AND IS DEFICIENT  
On June 13, 2007, the EPA issued an application completeness determination 
(“Completeness Determination”) to the Applicant stating that the EPA received the 
initial PSD Application on May 8, 2007 and an update on June 22, 2007, which 
together would cover the pollutants NOx, CO, and PM2.5, and that the EPA deems 
the PSD Application administratively complete.8  The Completeness Determination 
was prematurely made and is thus invalid for several reasons.  
 
First, the Completeness Determination was issued prematurely because it 
did not address PM, one of the criteria pollutants subject to PSD review.9  On 
December 20, 2007, six months after the Completeness Determination was issued, 
the EPA requested information regarding PM and received a PM analysis from the 
Applicant on January 28, 2008.10 An analysis of PM is essential for the EPA’s 
review of the Project as PM is a regulated PSD pollutant.  Thus, this information 
was required to be available to the EPA before issuing a Completeness 
Determination.  EPA’s request for this information six months after issuing the 
Completeness Determination demonstrated that the Completeness Determination 
was issued prematurely because it omitted PM.   
 
Second, greenhouse gases are also pollutants subject to regulation under the 
Clean Air Act, as discussed in more detail in Comment IV.A and the EPA was 
required to address these pollutants in its review and ensure that the Applicant had 
provided EPA with all necessary information prior to issuing a Completeness 
Determination. Therefore, the Completeness Determination is invalid because it 
failed to address pollutants subject to regulation under the Act.  
 
Third, the Agency failed to set PM2.5 BACT limits, instead using PM10 
BACT as a surrogate.  As discussed below this approach violates federal law. 
 
8 U.S. Environmental Protection Agency, Region IX, Jon Roberts, City of Victorville, Subject: 
Application Completeness Determination for Victorville II Prevention of Significant Deterioration 
Permit Application, June 13, 2007; Docket No. EPA-R09-OAR-2008-0406-0008S. 
9 Statement of Basis, Table 3, p. 9. 
10 Thomas Barnett, Inland Energy, Inc., Letter to Anita Lee, U.S. Environmental Protection Agency, 
San Francisco, CA, Subject: Supplement to Application for Prevention of Significant Deterioration 
(PSD) Permit for Victorville 2 Hybrid Power Project, January 28, 2008; Docket No. EPA-R09-OAR-
2008-0406-0010.  

 
July 7, 2008 
Page 6 
 
 
1994-034a 
                                           
 
In sum, the EPA prematurely issued the Applicant a Completeness 
Determination even though the Application itself was deficient of critical 
information and analyses essential to the PSD Application.  
 
III. 
The Agency’s PM2.5 PSD Analysis Is Flawed 
 
The Statement of Basis identified PM2.5 as an attainment pollutant subject 
to PSD review.11  For purposes of PSD review of PM2.5, the Agency determined that 
the use of PM10 as a surrogate for PM2.5 is appropriate.12  Accordingly, the Project 
impact analysis of ambient air quality relied on modeling of estimated PM10 
emissions.13  For a 24-hour averaging period, maximum project impacts from all 
Project sources were estimated at 6.1 µg/m3 of PM2.5 (on a PM10 as a surrogate 
basis).  On an annual basis, maximum Project impacts were modeled at 0.3 µg/m3 of 
PM2.5 (on a PM10 as a surrogate basis).14,15  Based on these modeled maximum 
impacts, the Agency concluded that Project operation would not cause a violation of 
the PM2.5 National Ambient Air Quality Standards (“NAAQS”) and would therefore 
not be significant.16  The Agency’s analyses violate federal law and are flawed. 
Therefore, the Agency’s conclusions regarding the significance of Project impacts 
are erroneous as shown below.  
 
A. 
The Use of PM10 as a Surrogate for PM2.5 Violates Federal 
Law and Relies on Guidance That Is In Conflict with Statutory 
Requirements and Is No Longer Technically Justified  
 
Contrary to the Agency’s assertions, PM10 cannot be used as a surrogate for 
PM2.5 for purposes of PSD review.  This surrogate approach violates federal law 
 
11 Statement of Basis, p. 9.  
12 Ibid.  
13 Ibid and footnote 15, p. 20. 
14 Statement of Basis, Table 7, p. 20.  
15 Sara Head, ENSR, Letter to Ed Pike, U.S. Environmental Protection Agency, San Francisco, CA, 
Subject: Supplement to Application for Prevention of Significant Deterioration Permit for Victorville 
2 Hybrid Power Project (VV2), June 25, 2007; Docket No. EPA-R09-OAR-2008-0406-0009; Table 2, 
p. 5. 
16 Statement of Basis, p. 19. 

 
July 7, 2008 
Page 7 
 
 
1994-034a 
                                           
and relies on guidance that is in conflict with statutory requirements, and is no 
longer technically justified.  
 
Using PM10 as if it were PM2.5 violates federal and state law.  The EPA 
since 1997 has distinguished PM2.5 from PM10, most importantly by setting 
different NAAQS for each pollutant based on their different health impacts.32  The 
Clean Air Act contains specific requirements regarding areas whose air quality 
violates the National Ambient Air Quality Standards, or NAAQS.31  Therefore, the 
EPA must determine directly whether the project will result in a significant 
emissions increase and significant net emissions increase of PM2.5 to ensure 
protection of the public health and compliance with the NAAQS.  
 
Further, the EPA based its decision to use PM10 as a surrogate for PM2.5 
emissions on its “October 23, 1997 transition memo guidelines, which authorize 
limits for PM10 as a surrogate for limits on PM2. 5 during the transition period 
lasting until final PSD PM2.5 regulations are issued…”17  Reliance on this memo 
was improper and invalidates the EPA’s analysis of PM2.5.  
 
First, the EPA cannot rely on guidance that does not have the force of law 
when that guidance, as here, is in conflict with statutory and regulatory 
requirements.  Further, a BACT limit is required “for each regulated NSR pollutant 
for which the source has the potential to emit in significant amounts.”18  A 
“regulated NSR pollutant” includes any “pollutant for which a national ambient air 
quality standard has been promulgated…” and any other “pollutant that otherwise 
is subject to regulation under the [Clean Air] Act...”19  Therefore, the Agency should 
have analyzed PM2.5 as a separate pollutant and issued a separate PM2.5 BACT 
limit.  
 
Second, the Agency’s recommended use of PM10 as a surrogate for PM2.5 
expired by its own terms when the EPA published the final PM2.5 implementation 
rule in September 2007.20  The 1997 memo cited above provided interim guidance 
 
17 Statement of Basis, footnote 8, p. 12. 
18 40 CFR 52.21(j)(2).  
19 40 CFR 52.21(b)(50(i) – (iv). 
20 See Final Rule for Implementation of the New Source Review (NSR) Program for Particulate 
Matter Less Than 2.5 Micrometers (PM2.5). 

 
July 7, 2008 
Page 8 
 
 
1994-034a 
                                           
for implementing the new PM2.5 NAAQS.21  This ten-year-old memo stated that 
sources could use the PM10 surrogacy approach to meet NSR requirements until 
certain difficulties were resolved, most notably with respect to monitoring, 
emissions estimation, and air quality modeling.  A more recent EPA memo 
reaffirmed the surrogacy approach specifically for nonattainment NSR, but noted 
that EPA recommended using PM10 as a surrogate for PM2.5 “until [U.S. EPA] 
promulgate[s] the PM2.5 implementation rule.”22  As mentioned above, the final 
PM2.5 implementation rule has been published in September 2007. 
 
Third, technical difficulties in directly implementing the PM2.5 NAAQS that 
grounded the 1997 interim guidance have been resolved.  The EPA itself noted in 
the preamble to the November 2005 Proposed PM2.5 Implementation Rule that 
these technical concerns have been resolved: “As discussed in this preamble, those 
difficulties have been resolved in most respects, and where they have not been, the 
proposal contains appropriate provisions to account for it.”23  The EPA also has 
included the PM2.5 algorithms in the AERMOD air quality computer modeling 
program, the recommended model for short distance air quality assessment, thus 
formally resolving prior concerns about PM2.5 modeling capabilities.24  
 
B. 
The Agency Must Implement the Final Rule for 
Implementation of the New Source Review Program for PM2.5 
 
On May 8, 2008, EPA finalized its regulations to implement the NSR 
program for fine particulate matter, effective July 15, 2008.25  The new rule, 
entitled “Final Rule for Implementation of the New Source Review (NSR) Program 
for Particulate Matter Less Than 2.5 Micrometers (PM2.5),” requires all sources to 
determine Project impacts on a PM2.5 as PM2.5 basis.  The rule applies to all 
 
21 John S. Seitz, U.S. Environmental Protection Agency, Memorandum, Interim Implementation of 
New Source Review Requirements for PM2.5, October 23, 1997.  
22 Stephen D. Page, U.S. Environmental Protection Agency, Memorandum, Implementation of New 
Source Review Requirements in PM-2.5 Nonattainment Areas, April 5, 2005.  
23 Proposed Rule To Implement the Fine Particle National Ambient Air Quality Standards, 70 Fed. 
Reg. 65984, 66043, November 1, 2005; emphasis added.  
24 See Revision to the Guideline on Air Quality Models: Adoption of a Preferred General Purpose 
(Flat and Complex Terrain) Dispersion Model and Other Revisions; Final Rule, 70 Fed. Reg. 68218, 
68253, November 9, 2005, adopting AERMOD as the “preferred model”.  
25 Final Rule for Implementation of the New Source Review (NSR) Program for Particulate Matter 
Less Than 2.5 Micrometers (PM2.5). 

 
July 7, 2008 
Page 9 
 
 
1994-034a 
                                           
projects except those where EPA had issued a valid completeness determination 
prior to the rule’s effective date.26 
 
As shown above, the EPA’s Completeness Determination was premature 
because the application is incomplete in numerous ways.  EPA must rescind the 
proposed PSD Permit, request a BACT analysis of greenhouse gases from the 
Applicant, and issue a new Completeness Determination once these BACT analyses 
have been submitted.  Because this new Completeness Determination will occur 
after July 15, 2008, the Agency must also include a PM2.5 BACT analysis based on 
the Final Implementation Rule’s requirements. 
 
C. 
Modeled PM2.5 Emissions from the Project’s Stationary 
Sources Exceed PM10 Significant Impact Levels  
 
The EPA was required to find significant impacts for PM2.5 emissions from 
the Project when using the PM10 surrogacy approach. The first step in determining 
whether a source would cause significant deterioration of air quality is to compare 
maximum modeled ambient air concentrations of attainment pollutants to 
established significant impact levels (“SILs”), also called significance levels. A SIL 
for a given criteria pollutant and averaging period is defined as the ambient 
concentration produced by a source’s emissions below which the source is assumed 
to have a less-than-significant impact on air quality.  The SILs for emissions of SO2, 
PM10, NOx, CO, and O3 in Class II areas can be found in the EPA’s NSR Manual,27 
Table C-4.28  The Class II SIL for PM10 established for a 24-hour period is 
5.0 µg/m3. The Class II PM10 SIL on an annual basis is 1.0µg/m3.29  The Class I SIL 
for PM10 established for a 24-hour period for areas located within 100 kilometers of 
a Class I area is 1.0 µg/m3.30  (The Project is located within 100 kilometers of five 
Class I areas, and just outside of 100 kilometers from Joshua Tree National Park.31)  
 
 
26  Id. at pp.75-76.   
27 U.S. Environmental Protection Agency, New Source Review Workshop Manual, Prevention of 
Significant Deterioration and Nonattainment Area Permitting, Draft, October 1990; cited pages 
attached as Exhibit 1.  
28 NSR Manual, Table C-4, p. C.28, see Exhibit 1. 
29 Ibid. 
30 Ibid. 
31 Statement of Basis, p. 20. 

 
July 7, 2008 
Page 10 
 
 
1994-034a 
                                           
The EPA opted to use the PM10 surrogacy approach for analyzing PM2.5 
impacts.  Under the PM10 surrogacy approach, PM10 is used as a surrogate for 
PM2.5.  Practically, this means that PM10 emissions are calculated and modeled to 
determine ambient PM10 concentrations and these are compared to PM10 
thresholds, in this case, the PM10 SILs.  The EPA did not mention the 24-hour and 
annual PM10 SILs and instead notes that SILs for PM2.5 have not yet been 
established.32  The EPA failed to identify that the modeled 24-hour PM10 ambient 
air quality concentrations of 6.1 µg/m3 by far exceed the Class II PM10 SIL of 5.0 
µg/m3 established for a 24-hour period.  
 
Because EPA followed the surrogacy approach for PM2.5, it must finish what 
it started.  The EPA must model 24-hour PM10 ambient concentrations with the 
24-hour PM10 SIL to determine the significance of the Project.  Using the 24-hour 
PM10 SIL to determine significance of maximum project impacts is analogous to the 
use of the PM10 significant emissions rate to determine whether PSD applies for 
PM2.5.  The EPA used the PSD significant emissions rate to determine PSD 
applicability for the Project,33 but failed to explain why the PM10 SILs are not 
equally applicable for determining significance.  
 
Under the PM10 surrogacy approach, EPA should have required the 
Applicant to conduct a full-impact analysis to determine if the Project plus existing 
sources would cause a significant ambient impact anywhere, including whether it 
would cause or contribute to a violation of any NAAQS or PSD increment, among 
others.  As the area where the Project is located is nonattainment for PM10, any 
increase in PM10 will contribute to a NAAQS violation and thus any increase in 
PM10 emissions is per se a significant impact.  Thus, the Application is incomplete. 
The EPA must rescind the Application Completeness Determination and require 
that the Applicant complete a full-impact analysis. 
 
Further, the EPA has recently proposed three different options for Class I 
and Class II SILs for PM2.5.34  The proposed Class II SIL options for a 24-hour 
period are 5.0, 4.0, and 1.2 µg/m3.  The modeled Project emissions exceed all three of 
 
32 Statement of Basis, p. 19.  
33 Statement of Basis, Table 3, p. 9. 
34 Environmental Protection Agency, 40 CFR Parts 51 and 52, [EPA-HQ-OAR-2006-0605; FRL-8470-
1], RIN 2060-AO24, Prevention of Significant Deterioration (PSD) for Particulate Matter Less Than 
2.5, Micrometers (PM2.5) – Increments, Significant Impact Levels (SILs) and Significant Monitoring 
Concentration (SMC).  

 
July 7, 2008 
Page 11 
 
 
1994-034a 
                                           
the proposed options for the 24-hour Class II SIL.  Therefore, Project emissions are 
significant no matter which option of the proposed SILs will be promulgated.  The 
corresponding annual SIL options are 1.0, 0.08, and 0.3 µg/m3.  If the latter option 
were promulgated, annual Project impacts, estimated at 0.3 µg/m3 would also be 
significant.  The proposed Class I SIL options for a 24-hour period are 0.08, 0.24, 
and 0.07 µg/m3.  Several maximum modeled concentrations would exceed the 
proposed 0.07 and the 0.08 µg/m3 SIL in the Cucamonga, San Gorgonio, and San 
Gabriel Wilderness Areas.35  Thus, when using the new PM2.5 SILs, Project 
impacts are also significant.  
 
Finally, as discussed below, the Applicant underestimated PM10 (as a 
surrogate for PM2.5) emissions because it failed to include in its emissions 
calculations fugitive dust emissions from wind erosion of the solar field and 
unpaved roads and from entrained road dust from operations and maintenance 
vehicles traveling on unpaved roads on site.  Thus, the PM2.5 emissions will likely 
exceed the 24-hour PM2.5 NAAQS.  
 
D. 
Fugitive Dust PM2.5 Emissions from the Project May Result in 
a Violation of the 24-Hour National Ambient Air Quality 
Standard for PM2.5  
 
In addition to PM2.5 emissions from the Project’s fossil-fuel powered 
stationary equipment and the cooling tower, the Project would also result in 
substantial fugitive dust particulate matter emissions due to wind erosion of the 
250-acre graded solar field during construction and operation of the Project and the 
two 20-acre and 30-acre graded construction laydown areas.  The Applicant intends 
to use a chemical dust suppressant on the graded areas during construction, but did 
not provide information on dust control of the graded solar field during its 
operational phase.36  Even if the use of dust suppressants were intended, they have 
been found to have little efficacy at suppressing small respirable dust particles. 
Further, while chemical dust suppressants have a relatively high initial efficiency, 
 
35 Sara Head, ENSR, Letter to Ed Pike, U.S. Environmental Protection Agency, San Francisco, CA, 
Subject: Supplement to Application for Prevention of Significant Deterioration Permit for Victorville 
2 Hybrid Power Project (VV2), June 25, 2007; Docket No. EPA-R09-OAR-2008-0406-0009, Table 3. 
36 California Energy Commission, Victorville 2 Hybrid Power Project, Application for Certification 
(07-AFC-1), San Bernardino County, Presiding Member’s Proposed Decision, CEC-800-2008-003-
PMPD, May 2008, p. 115; cited pages attached as Exhibit 2. 

 
July 7, 2008 
Page 12 
 
 
1994-034a 
                                           
estimated to vary between 40 and 98 percent, the control efficiency has been found 
to decay to zero within a few months.37  
 
In addition, fugitive dust emissions would result from entrained road dust 
emissions from operations and maintenance vehicles driving on the unpaved solar 
field, and entrained road dust from delivery and waste removal vehicles traveling 
on paved and unpaved roads off-site.  (The Applicant estimated that the Project 
would have 13 vehicles on site for operations and maintenance, which are estimated 
to drive a total of 79 miles per month on unpaved roads.) 
 
Major sources that belong to one of the 27 source categories under 40 CFR 
52.21 must include fugitive emissions, i.e. emissions that cannot reasonably pass 
through a stack, chimney, vent, or other functionally equivalent opening, in their 
potential to emit (“PTE”).  The source category “Fossil fuel-fired steam electric 
plants of more than 250 million British thermal units per hour heat input” applies 
to the Project.38  Therefore, calculations of Project emissions must include fugitive 
emissions.39  The Applicant’s modeled Project PM2.5 emissions only accounted for 
the Project’s stationary emissions including the CTGs and duct burners, the 
auxiliary heater, the auxiliary boiler, the emergency diesel engine, and the cooling 
tower, but failed to account for fugitive dust particulate matter emissions.40 
 
As mentioned before, modeling of the Project’s stationary source PM10 (as a 
surrogate for PM2.5) emissions resulted in a maximum project impact of 
6.1 µg/m3.41 Added to the background ambient concentration of 26 µg/m3, this 
results in a total impact of 32.1 µg/m3, less than 3 µg/m3 lower than 24-hour NAAQS 
of 35 µg/m3.  If the PM2.5 fraction of fugitive dust emissions were included in the 
modeling, the NAAQS would likely be exceeded. Therefore, the Completeness 
Determination must be rescinded and the Applicant directed to estimate fugitive 
emissions and revise the dispersion modeling to include them.   
 
37 T. Piechota, J. van Ee, J. Batista, K. Stave, D. James, University of Nevada, Las Vegas, and 
U.S. Environmental Protection Agency (Eds.), Potential Environmental Impacts of Dust 
Suppressants: “Avoiding Another Times Beach,” An Expert Panel Summary, Las Vegas, Nevada, 
May 30-31, 2002, Table 5, pp. 16 and 50; cited pages attached as Exhibit 3. 
38 Statement of Basis, p. 8.  
39 40 CFR 52.21(b)(iii)(z).  
40 See, for example, AFC, p. 6.3-66.  
41 Statement of Basis, Table 7, p. 20.  

 
July 7, 2008 
Page 13 
 
 
1994-034a 
                                           
IV.  
